performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.821256038647343,0.8930635838150288,0.3519012711328929,0.9088235294117647,0.5,0.8778409090909091,0.8086968475073314,"[[ 31  31]
 [ 43 309]]"
1,0.8140096618357487,0.888243831640058,0.3447524156756626,0.918918918918919,0.5344827586206896,0.8595505617977528,0.8345844633862843,"[[ 31  27]
 [ 50 306]]"
2,0.8236714975845411,0.8905547226386806,0.4691163607650251,0.9488817891373802,0.7333333333333333,0.8389830508474576,0.8708568738229755,"[[ 44  16]
 [ 57 297]]"
3,0.8091787439613527,0.8822652757078986,0.42413381021147717,0.9517684887459807,0.7222222222222222,0.8222222222222222,0.8205761316872427,"[[ 39  15]
 [ 64 296]]"
4,0.7753623188405797,0.8634361233480176,0.2582741597834606,0.91875,0.5094339622641509,0.814404432132964,0.8064861757173469,"[[ 27  26]
 [ 67 294]]"

metrics_summary
mean,0.808695652173913,0.8835127074299367,0.36963560351370367,0.929428545242809,0.5998944552880793,0.8426002352182611,0.8282400984242362
std,0.01744489863310897,0.010656622997128155,0.07238995279488722,0.017473133806588246,0.10508159666983655,0.02346303226019059,0.02353868606291528

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1080_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1080
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
