performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.742296918767507,0.5306122448979591,0.36332915537886445,0.46846846846846846,0.7830882352941176,0.611764705882353,0.802811418685121,"[[213  59]
 [ 33  52]]"
1,0.7983193277310925,0.6129032258064515,0.4800654719717468,0.57,0.8413284132841329,0.6627906976744186,0.8220844417746503,"[[228  43]
 [ 29  57]]"
2,0.7843137254901961,0.6169154228855721,0.46762033369796396,0.5961538461538461,0.8384615384615385,0.6391752577319587,0.8198057097541633,"[[218  42]
 [ 35  62]]"
3,0.7535014005602241,0.5056179775280899,0.3565230063299069,0.4326923076923077,0.7915194346289752,0.6081081081081081,0.7640865246872315,"[[224  59]
 [ 29  45]]"
4,0.7450980392156863,0.5081081081081081,0.3495190120817332,0.4392523364485981,0.7849462365591398,0.6025641025641025,0.8196627148240052,"[[219  60]
 [ 31  47]]"

metrics_summary
mean,0.7647058823529412,0.5548313958452362,0.40341139589204306,0.5013133917526441,0.8078687716455807,0.6248805743921882,0.8056901619450343
std,0.02247888251847494,0.04983644706561925,0.057806800961205794,0.06834000101282295,0.02631457169544565,0.022772272464248483,0.02191986829738964

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_3220_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3220
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
