performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8285024154589372,0.8966521106259097,0.39912234670041696,0.9194029850746268,0.5645161290322581,0.875,0.8419629765395895,"[[ 35  27]
 [ 44 308]]"
1,0.8333333333333334,0.9004329004329005,0.3972827000444727,0.9258160237388724,0.5689655172413793,0.8764044943820225,0.8427450600542425,"[[ 33  25]
 [ 44 312]]"
2,0.8357487922705314,0.9005847953216375,0.44064117931760716,0.9333333333333333,0.6333333333333333,0.8700564971751412,0.844632768361582,"[[ 38  22]
 [ 46 308]]"
3,0.8164251207729468,0.8875739644970415,0.4254963012591977,0.9493670886075949,0.7037037037037037,0.8333333333333334,0.8186985596707819,"[[ 38  16]
 [ 60 300]]"
4,0.7922705314009661,0.8727810650887573,0.34450038402494615,0.9365079365079365,0.6226415094339622,0.817174515235457,0.8334814195369258,"[[ 33  20]
 [ 66 295]]"

metrics_summary
mean,0.8212560386473431,0.8916049671932493,0.40140858226932813,0.9328854734524729,0.6186320385489273,0.8543937680251907,0.8363041568326244
std,0.015949346878472666,0.010532156934885743,0.03280307205710882,0.010165835600623405,0.05072413062622521,0.02442631631259932,0.009599980646356308

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1120_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1120
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
