performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.742296918767507,0.5157894736842106,0.34641016151377546,0.4666666666666667,0.7941176470588235,0.5764705882352941,0.7884731833910035,"[[216  56]
 [ 36  49]]"
1,0.773109243697479,0.5714285714285714,0.4219863249160766,0.5242718446601942,0.8191881918819188,0.627906976744186,0.8038487943018965,"[[222  49]
 [ 32  54]]"
2,0.7310924369747899,0.5428571428571429,0.35601344934265605,0.504424778761062,0.7846153846153846,0.5876288659793815,0.7868556701030927,"[[204  56]
 [ 40  57]]"
3,0.7450980392156863,0.4972375690607735,0.3442125855346414,0.4205607476635514,0.7809187279151943,0.6081081081081081,0.7830913952822081,"[[221  62]
 [ 29  45]]"
4,0.7478991596638656,0.5263157894736842,0.37296456145666723,0.44642857142857145,0.7777777777777778,0.6410256410256411,0.8007076555463652,"[[217  62]
 [ 28  50]]"

metrics_summary
mean,0.7478991596638656,0.5307257093008765,0.36831741655276334,0.4724705218360091,0.7913235458498198,0.6082280360185222,0.7925953397249133
std,0.013836514325185978,0.025170970301265215,0.02868555731210557,0.03771191894468757,0.01497326281157025,0.02406582340580422,0.008157338390456473

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_1760_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1760
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
