performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8188405797101449,0.8905109489051095,0.37317168838910264,0.9159159159159159,0.5483870967741935,0.8664772727272727,0.8086968475073313,"[[ 34  28]
 [ 47 305]]"
1,0.8067632850241546,0.8830409356725146,0.3422590212506783,0.9207317073170732,0.5517241379310345,0.848314606741573,0.8240265401007362,"[[ 32  26]
 [ 54 302]]"
2,0.782608695652174,0.8640483383685801,0.3558989714052579,0.9285714285714286,0.6333333333333333,0.807909604519774,0.808168549905838,"[[ 38  22]
 [ 68 286]]"
3,0.8067632850241546,0.8813056379821957,0.4014312239983946,0.945859872611465,0.6851851851851852,0.825,0.8313786008230453,"[[ 37  17]
 [ 63 297]]"
4,0.782608695652174,0.8664688427299704,0.3210167864625812,0.9329073482428115,0.6037735849056604,0.8088642659279779,0.8369309569853134,"[[ 32  21]
 [ 69 292]]"

metrics_summary
mean,0.7995169082125604,0.877074940731674,0.35875553830120294,0.9287972545317388,0.6044806676258814,0.8313131499833195,0.8218402990644528
std,0.014492753623188389,0.010160707597842187,0.027325987530732256,0.010383243614788568,0.0515285077509834,0.022878370827315787,0.011688916551003478

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_260_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,260
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
