performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8333333333333334,0.899854862119013,0.4082817960865795,0.9198813056379822,0.5645161290322581,0.8806818181818182,0.8179756231671554,"[[ 35  27]
 [ 42 310]]"
1,0.8285024154589372,0.8966521106259099,0.40625977237274447,0.9305135951661632,0.603448275862069,0.8651685393258427,0.8022568771793879,"[[ 35  23]
 [ 48 308]]"
2,0.8285024154589372,0.8957415565345082,0.42763632962754844,0.9327217125382263,0.6333333333333333,0.8615819209039548,0.8374293785310734,"[[ 38  22]
 [ 49 305]]"
3,0.821256038647343,0.8914956011730204,0.4140393356054125,0.9440993788819876,0.6666666666666666,0.8444444444444444,0.81630658436214,"[[ 36  18]
 [ 56 304]]"
4,0.8091787439613527,0.8846715328467153,0.3589286427042205,0.9351851851851852,0.6037735849056604,0.8393351800554016,0.8103015731981394,"[[ 32  21]
 [ 58 303]]"

metrics_summary
mean,0.8241545893719806,0.8936831326598333,0.4030291752793011,0.932480235481909,0.6143475979599974,0.8582423805822923,0.8168540072875793
std,0.008422993127614827,0.00523710623771893,0.023279258716102244,0.0078099969879799275,0.03409258971613462,0.014903139519658734,0.01166974032050532

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2660_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2660
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
