performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7507002801120448,0.5340314136125655,0.3708194267869037,0.4811320754716981,0.7977941176470589,0.6,0.8051470588235294,"[[217  55]
 [ 34  51]]"
1,0.7535014005602241,0.5510204081632653,0.39016143283461774,0.4909090909090909,0.7933579335793358,0.627906976744186,0.780035184072771,"[[215  56]
 [ 32  54]]"
2,0.7478991596638656,0.5871559633027523,0.41403010413992597,0.5289256198347108,0.7807692307692308,0.6597938144329897,0.8045202220459953,"[[203  57]
 [ 33  64]]"
3,0.7282913165266106,0.4974093264248705,0.3420376898833451,0.40336134453781514,0.7491166077738516,0.6486486486486487,0.7825661350396332,"[[212  71]
 [ 26  48]]"
4,0.7843137254901961,0.6091370558375635,0.4889177122615932,0.5042016806722689,0.7885304659498208,0.7692307692307693,0.8529317158349417,"[[220  59]
 [ 18  60]]"

metrics_summary
mean,0.7529411764705882,0.5557508334682034,0.4011932731812771,0.48170596228511675,0.7819136711438596,0.6611160418113187,0.8050400631633743
std,0.018014493210995554,0.0393299185997479,0.04980766311032622,0.04232885412427277,0.01734300323937364,0.057765025805950436,0.02616949943013594

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_240_features_vgg_16_fc8_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc8.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,240
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
