performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8164251207729468,0.8885630498533725,0.37737903936163014,0.9181818181818182,0.5645161290322581,0.8607954545454546,0.8240698313782991,"[[ 35  27]
 [ 49 303]]"
1,0.8091787439613527,0.8843338213762811,0.35549475040578266,0.9235474006116208,0.5689655172413793,0.848314606741573,0.814267725687718,"[[ 33  25]
 [ 54 302]]"
2,0.821256038647343,0.8911764705882352,0.40664908462530763,0.9294478527607362,0.6166666666666667,0.8559322033898306,0.8362288135593221,"[[ 37  23]
 [ 51 303]]"
3,0.8067632850241546,0.8830409356725146,0.35230315436325954,0.9320987654320988,0.5925925925925926,0.8388888888888889,0.8117798353909466,"[[ 32  22]
 [ 58 302]]"
4,0.8091787439613527,0.8836524300441826,0.38902681231380337,0.9433962264150944,0.660377358490566,0.8310249307479224,0.7935504102858936,"[[ 35  18]
 [ 61 300]]"

metrics_summary
mean,0.81256038647343,0.8861533415069172,0.37617056821395667,0.9293344126802736,0.6006236528046925,0.8469912168627338,0.815979323260436
std,0.005422691864889743,0.003171460288599241,0.020458867336506422,0.008523602442991853,0.0352090113051244,0.010888705981391524,0.014135908749043429

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_3620_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3620
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
