performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8285024154589372,0.8963503649635036,0.4072987215221021,0.9219219219219219,0.5806451612903226,0.8721590909090909,0.7881460777126099,"[[ 36  26]
 [ 45 307]]"
1,0.8164251207729468,0.887905604719764,0.4036051695583532,0.9347826086956522,0.6379310344827587,0.8455056179775281,0.8204668733049206,"[[ 37  21]
 [ 55 301]]"
2,0.8188405797101449,0.8895434462444772,0.4025590176027206,0.9292307692307692,0.6166666666666667,0.8531073446327684,0.8503060263653484,"[[ 37  23]
 [ 52 302]]"
3,0.8091787439613527,0.8850072780203785,0.3459627232310829,0.9296636085626911,0.5740740740740741,0.8444444444444444,0.8085390946502057,"[[ 31  23]
 [ 56 304]]"
4,0.8019323671497585,0.8801169590643275,0.3378105733092885,0.9318885448916409,0.5849056603773585,0.8337950138504155,0.8100402446035645,"[[ 31  22]
 [ 60 301]]"

metrics_summary
mean,0.814975845410628,0.8877847306024902,0.3794472410447095,0.9294974906605351,0.5988445193782361,0.8498023023628495,0.8154996633273297
std,0.00898602668489771,0.005347648950249204,0.030816520646696176,0.004269369746770021,0.024431405946492384,0.012760491543890333,0.020310733605598756

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1080_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1080
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
