performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8454106280193237,0.9077809798270893,0.4324951309738621,0.9210526315789473,0.5645161290322581,0.8948863636363636,0.8274147727272727,"[[ 35  27]
 [ 37 315]]"
1,0.8188405797101449,0.8920863309352518,0.33414306211565703,0.9144542772861357,0.5,0.8707865168539326,0.7934908950019373,"[[ 29  29]
 [ 46 310]]"
2,0.8309178743961353,0.8982558139534883,0.40675068588869345,0.9251497005988024,0.5833333333333334,0.8728813559322034,0.8569915254237288,"[[ 35  25]
 [ 45 309]]"
3,0.8164251207729468,0.8892128279883382,0.3772935993661957,0.9355828220858896,0.6111111111111112,0.8472222222222222,0.809670781893004,"[[ 33  21]
 [ 55 305]]"
4,0.8091787439613527,0.8846715328467153,0.3589286427042205,0.9351851851851852,0.6037735849056604,0.8393351800554016,0.7996654993989443,"[[ 32  21]
 [ 58 303]]"

metrics_summary
mean,0.8241545893719806,0.8944014971101766,0.3819222242097257,0.9262849233469922,0.5725468316764726,0.8650223277400247,0.8174466948889775
std,0.012726511953931869,0.008010253458442751,0.034661358013562446,0.008176739885778463,0.039764801910225016,0.019816781539395912,0.02286338680955276

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2880_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2880
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
