performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8381642512077294,0.9041487839771102,0.3853456048855913,0.9106628242074928,0.5,0.8977272727272727,0.8454453812316716,"[[ 31  31]
 [ 36 316]]"
1,0.8115942028985508,0.8856304985337243,0.36863802701933124,0.9263803680981595,0.5862068965517241,0.848314606741573,0.8239054629988376,"[[ 34  24]
 [ 54 302]]"
2,0.8091787439613527,0.8839941262848753,0.3602689626314278,0.9204892966360856,0.5666666666666667,0.8502824858757062,0.8312146892655368,"[[ 34  26]
 [ 53 301]]"
3,0.7995169082125604,0.8781204111600588,0.34146530591323637,0.9314641744548287,0.5925925925925926,0.8305555555555556,0.8141975308641975,"[[ 32  22]
 [ 61 299]]"
4,0.8091787439613527,0.8846715328467153,0.3589286427042205,0.9351851851851852,0.6037735849056604,0.8393351800554016,0.8345528667746827,"[[ 32  21]
 [ 58 303]]"

metrics_summary
mean,0.8135265700483092,0.8873130705604968,0.36292930863076145,0.9248363697163503,0.5698479481433287,0.8532430201911019,0.8298631862269852
std,0.012998670576882785,0.008817827332422486,0.014274914954381848,0.00863939980460726,0.03694520073175548,0.02332402973370301,0.01046452759827777

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1620_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1620
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
