performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8357487922705314,0.9002932551319648,0.444707167909665,0.9303030303030303,0.6290322580645161,0.8721590909090909,0.818388013196481,"[[ 39  23]
 [ 45 307]]"
1,0.8043478260869565,0.88,0.37553845559961796,0.9310344827586207,0.6206896551724138,0.8342696629213483,0.8218471522665632,"[[ 36  22]
 [ 59 297]]"
2,0.8043478260869565,0.8785607196401799,0.4052090974031559,0.9361022364217252,0.6666666666666666,0.827683615819209,0.824105461393597,"[[ 40  20]
 [ 61 293]]"
3,0.7753623188405797,0.8601503759398497,0.33844577955131105,0.9377049180327869,0.6481481481481481,0.7944444444444444,0.787525720164609,"[[ 35  19]
 [ 74 286]]"
4,0.7753623188405797,0.8605697151424289,0.33214395974525124,0.9379084967320261,0.6415094339622641,0.7950138504155124,0.7930016202372864,"[[ 34  19]
 [ 74 287]]"

metrics_summary
mean,0.7990338164251207,0.8759148131708846,0.3792088920418002,0.9346106328496377,0.6412092324028017,0.824714132901921,0.8089735934517073
std,0.02247285671422805,0.014845790781477075,0.04208621179474984,0.0032869340538167974,0.01591006842062876,0.0288080226400061,0.015481914868663592

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_220_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,220
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
