performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.773109243697479,0.5759162303664921,0.42839582577045254,0.5188679245283019,0.8125,0.6470588235294118,0.7977941176470589,"[[221  51]
 [ 30  55]]"
1,0.7563025210084033,0.5396825396825398,0.3786132583148177,0.49514563106796117,0.8081180811808119,0.5930232558139535,0.7984424611687978,"[[219  52]
 [ 35  51]]"
2,0.7647058823529411,0.6037735849056604,0.44136389684592864,0.5565217391304348,0.8038461538461539,0.6597938144329897,0.8046193497224425,"[[209  51]
 [ 33  64]]"
3,0.7394957983193278,0.4685714285714286,0.30782593265992186,0.40594059405940597,0.7879858657243817,0.5540540540540541,0.7687899914048324,"[[223  60]
 [ 33  41]]"
4,0.7759103641456583,0.5959595959595959,0.47041699790930264,0.49166666666666664,0.7813620071684588,0.7564102564102564,0.845786232883007,"[[218  61]
 [ 19  59]]"

metrics_summary
mean,0.7619047619047619,0.5567806758971433,0.40532318230008463,0.49362851109055406,0.7987624215839613,0.6420680408481331,0.8030864305652278
std,0.01313841949530372,0.04936133769454486,0.05707472039168927,0.04957400004798665,0.012008349919689033,0.06865144722588974,0.024704022854512907

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_340_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,340
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
