performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8357487922705314,0.9014492753623189,0.4129692454289109,0.9201183431952663,0.5645161290322581,0.8835227272727273,0.8328445747800587,"[[ 35  27]
 [ 41 311]]"
1,0.8019323671497585,0.8783382789317508,0.371854182583394,0.9308176100628931,0.6206896551724138,0.8314606741573034,0.8397907787679194,"[[ 36  22]
 [ 60 296]]"
2,0.8164251207729468,0.8865671641791044,0.43256793785892955,0.939873417721519,0.6833333333333333,0.8389830508474576,0.8688088512241054,"[[ 41  19]
 [ 57 297]]"
3,0.8164251207729468,0.8875739644970415,0.4254963012591977,0.9493670886075949,0.7037037037037037,0.8333333333333334,0.8444444444444444,"[[ 38  16]
 [ 60 300]]"
4,0.8043478260869565,0.8803545051698671,0.3818985418211729,0.9430379746835443,0.660377358490566,0.8254847645429363,0.8299534835101657,"[[ 35  18]
 [ 63 298]]"

metrics_summary
mean,0.814975845410628,0.8868566376280166,0.404957241790321,0.9366428868541634,0.646524035946455,0.8425569100307516,0.8431684265453387
std,0.011990022846367986,0.008104117350344848,0.023982960103742044,0.010200325299932067,0.04941470499938637,0.02093145776564287,0.01379626571641034

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_420_features_vgg_16_fc8_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc8.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,420
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
