performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7647058823529411,0.5578947368421053,0.40414518843273806,0.5047619047619047,0.8088235294117647,0.6235294117647059,0.8162629757785467,"[[220  52]
 [ 32  53]]"
1,0.773109243697479,0.5759162303664922,0.4270531030367249,0.5238095238095238,0.8154981549815498,0.6395348837209303,0.8094267570582683,"[[221  50]
 [ 31  55]]"
2,0.7366946778711485,0.5765765765765766,0.39650143726896,0.512,0.7653846153846153,0.6597938144329897,0.8041038858049168,"[[199  61]
 [ 33  64]]"
3,0.7310924369747899,0.46067415730337075,0.29568959098289926,0.3942307692307692,0.7773851590106007,0.5540540540540541,0.782016999331487,"[[220  63]
 [ 33  41]]"
4,0.7759103641456583,0.5876288659793815,0.458173488750906,0.49137931034482757,0.7885304659498208,0.7307692307692307,0.8580093741384065,"[[220  59]
 [ 21  57]]"

metrics_summary
mean,0.7563025210084033,0.5517381134135853,0.3963125616944456,0.485236301629405,0.7911243849476703,0.6415362789483822,0.8139639984223251
std,0.018748684067990493,0.04651929669698502,0.0546957459565584,0.046701566741928026,0.018790268027368565,0.057056550568225575,0.024834248729481968

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_1280_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1280
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
