performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8429951690821256,0.9059334298118669,0.43530700489854457,0.9233038348082596,0.5806451612903226,0.8892045454545454,0.8422608137829912,"[[ 36  26]
 [ 39 313]]"
1,0.8140096618357487,0.888243831640058,0.3447524156756626,0.918918918918919,0.5344827586206896,0.8595505617977528,0.7998595505617977,"[[ 31  27]
 [ 50 306]]"
2,0.8019323671497585,0.8779761904761906,0.3753536068678164,0.9276729559748428,0.6166666666666667,0.8333333333333334,0.8399717514124294,"[[ 37  23]
 [ 59 295]]"
3,0.8019323671497585,0.8783382789317508,0.3846745667353037,0.9426751592356688,0.6666666666666666,0.8222222222222222,0.7901748971193416,"[[ 36  18]
 [ 64 296]]"
4,0.7898550724637681,0.8718703976435936,0.320506454816286,0.9308176100628931,0.5849056603773585,0.8199445983379502,0.8069565671875816,"[[ 31  22]
 [ 65 296]]"

metrics_summary
mean,0.8101449275362318,0.884472425700692,0.37211880979872264,0.9286776958001166,0.5966733827243409,0.8448510522291608,0.8158447160128283
std,0.018114331651451855,0.011945192673592247,0.03891943899501531,0.008070065996941362,0.043730648515211246,0.026261611467435095,0.021323172206017444

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2760_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2760
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
