performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.821256038647343,0.8911764705882353,0.4024743778843742,0.9237804878048781,0.5967741935483871,0.8607954545454546,0.8386638563049853,"[[ 37  25]
 [ 49 303]]"
1,0.8260869565217391,0.8941176470588234,0.4284030919334995,0.9382716049382716,0.6551724137931034,0.8539325842696629,0.8221619527314995,"[[ 38  20]
 [ 52 304]]"
2,0.7898550724637681,0.8687782805429866,0.3750668542552263,0.9320388349514563,0.65,0.8135593220338984,0.8207156308851224,"[[ 39  21]
 [ 66 288]]"
3,0.7753623188405797,0.858877086494689,0.3682947537517004,0.9464882943143813,0.7037037037037037,0.7861111111111111,0.8088734567901235,"[[ 38  16]
 [ 77 283]]"
4,0.7874396135265701,0.8682634730538923,0.36829025135202603,0.9446254071661238,0.6792452830188679,0.8033240997229917,0.8263471489050331,"[[ 36  17]
 [ 71 290]]"

metrics_summary
mean,0.7999999999999999,0.8762425915477252,0.3885058658353653,0.9370409258350222,0.6569791188128125,0.8235445143366237,0.8233524091233528
std,0.020000233376313473,0.01388150848562608,0.023599470892532826,0.008356456536840666,0.03565269754227234,0.029054762949336142,0.00960644291839948

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_160_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,160
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
