performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7898550724637681,0.8699551569506725,0.34317772133378216,0.917981072555205,0.5806451612903226,0.8267045454545454,0.7860612170087976,"[[ 36  26]
 [ 61 291]]"
1,0.8067632850241546,0.8823529411764706,0.3609149336152085,0.9259259259259259,0.5862068965517241,0.8426966292134831,0.809618364974816,"[[ 34  24]
 [ 56 300]]"
2,0.8188405797101449,0.8892171344165435,0.4111078761184992,0.9318885448916409,0.6333333333333333,0.8502824858757062,0.8519538606403014,"[[ 38  22]
 [ 53 301]]"
3,0.7995169082125604,0.8781204111600588,0.34146530591323637,0.9314641744548287,0.5925925925925926,0.8305555555555556,0.8107253086419752,"[[ 32  22]
 [ 61 299]]"
4,0.8164251207729468,0.8901734104046242,0.3498516588624271,0.9305135951661632,0.5660377358490566,0.853185595567867,0.8224272199864109,"[[ 30  23]
 [ 53 308]]"

metrics_summary
mean,0.806280193236715,0.881963810821674,0.36130349916863064,0.9275546625987527,0.5917631439234058,0.8406849623334315,0.8161571942504603
std,0.010737251580141483,0.007471802187822071,0.02582196478469192,0.005236955414956608,0.022561235231913678,0.01049268345869452,0.021441753953655163

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_900_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,900
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
