performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8067632850241546,0.8826979472140762,0.34371497508761273,0.9121212121212121,0.532258064516129,0.8551136363636364,0.7782028958944281,"[[ 33  29]
 [ 51 301]]"
1,0.8091787439613527,0.8843338213762811,0.35549475040578266,0.9235474006116208,0.5689655172413793,0.848314606741573,0.8004891514916699,"[[ 33  25]
 [ 54 302]]"
2,0.8333333333333334,0.8995633187772925,0.4196283502805057,0.9279279279279279,0.6,0.8728813559322034,0.8300847457627119,"[[ 36  24]
 [ 45 309]]"
3,0.821256038647343,0.891812865497076,0.4044682137003087,0.941358024691358,0.6481481481481481,0.8472222222222222,0.8097222222222222,"[[ 35  19]
 [ 55 305]]"
4,0.785024154589372,0.8708272859216255,0.24931641302049629,0.9146341463414634,0.4716981132075472,0.8310249307479224,0.7954581090262897,"[[ 25  28]
 [ 61 300]]"

metrics_summary
mean,0.8111111111111112,0.8858470477572704,0.3545245404989412,0.9239177423387165,0.5642139686226407,0.8509113504015116,0.8027914248794643
std,0.016123979969351332,0.009607569993604397,0.05986554040528653,0.01044725293852228,0.05988075994689571,0.013536342056282536,0.017068304300338854

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1140_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1140
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
