performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8454106280193237,0.9075144508670521,0.44023932973646895,0.9235294117647059,0.5806451612903226,0.8920454545454546,0.8405654325513197,"[[ 36  26]
 [ 38 314]]"
1,0.8140096618357487,0.8875912408759125,0.36338527037477775,0.9240121580547113,0.5689655172413793,0.8539325842696629,0.8240507555211158,"[[ 33  25]
 [ 52 304]]"
2,0.7898550724637681,0.8707280832095096,0.3301431329584493,0.9184952978056427,0.5666666666666667,0.827683615819209,0.8235169491525423,"[[ 34  26]
 [ 61 293]]"
3,0.7995169082125604,0.8770370370370371,0.3713771789328474,0.9396825396825397,0.6481481481481481,0.8222222222222222,0.8212448559670782,"[[ 35  19]
 [ 64 296]]"
4,0.7801932367149759,0.8655834564254061,0.2968587417383601,0.9272151898734177,0.5660377358490566,0.8116343490304709,0.7930538859562014,"[[ 30  23]
 [ 68 293]]"

metrics_summary
mean,0.8057971014492754,0.8816908536829835,0.3604007307481807,0.9265869194362034,0.5860926458391147,0.841503645177404,0.8204863758296514
std,0.02274126047524602,0.014852348856615814,0.0478679399416257,0.0071181750937101525,0.031475282588904155,0.028857908296016956,0.015350403830897221

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_3060_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3060
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
