performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8285024154589372,0.8948148148148147,0.44742210017536604,0.934984520123839,0.6612903225806451,0.8579545454545454,0.8137600806451613,"[[ 41  21]
 [ 50 302]]"
1,0.7898550724637681,0.8707280832095097,0.33535301477586354,0.9242902208201893,0.5862068965517241,0.8230337078651685,0.8009976753196436,"[[ 34  24]
 [ 63 293]]"
2,0.8091787439613527,0.8819133034379671,0.4126429089105619,0.9365079365079365,0.6666666666666666,0.8333333333333334,0.8390065913370999,"[[ 40  20]
 [ 59 295]]"
3,0.7657004830917874,0.8550074738415546,0.28525519184989534,0.9255663430420712,0.5740740740740741,0.7944444444444444,0.782690329218107,"[[ 31  23]
 [ 74 286]]"
4,0.7729468599033816,0.8592814371257484,0.31874877055713635,0.9348534201954397,0.6226415094339622,0.7950138504155124,0.7934981445669785,"[[ 33  20]
 [ 74 287]]"

metrics_summary
mean,0.7932367149758454,0.872349022485919,0.35988439725376464,0.9312404881378951,0.6221758938614144,0.8207559763026009,0.8059905642173982
std,0.023148113141470437,0.014630829339191865,0.06051405918337539,0.005202291884377281,0.03772833956330447,0.024091763205756137,0.019361373254910736

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_240_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,240
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
