performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8260869565217391,0.8956521739130434,0.3779990536499031,0.9142011834319527,0.532258064516129,0.8778409090909091,0.837678702346041,"[[ 33  29]
 [ 43 309]]"
1,0.8043478260869565,0.8817518248175182,0.328927757334201,0.9179331306990881,0.5344827586206896,0.848314606741573,0.8063250678031771,"[[ 31  27]
 [ 54 302]]"
2,0.8115942028985508,0.884272997032641,0.3992648423699319,0.93125,0.6333333333333333,0.8418079096045198,0.8415018832391714,"[[ 38  22]
 [ 56 298]]"
3,0.8043478260869565,0.8807069219440354,0.36857308637799346,0.9373040752351097,0.6296296296296297,0.8305555555555556,0.8091820987654321,"[[ 34  20]
 [ 61 299]]"
4,0.8091787439613527,0.8846715328467153,0.3589286427042205,0.9351851851851852,0.6037735849056604,0.8393351800554016,0.8252495688078191,"[[ 32  21]
 [ 58 303]]"

metrics_summary
mean,0.8111111111111111,0.8854110901107907,0.36673867648724995,0.9271747149102672,0.5866954742010884,0.8475708322095918,0.8239874641923282
std,0.007996591960022626,0.005333693258405548,0.02314638138202458,0.00934985476817229,0.04472067243127412,0.016170266775322774,0.01433148196399783

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1520_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1520
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
