performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7394957983193278,0.5026737967914439,0.33067640649606195,0.46078431372549017,0.7977941176470589,0.5529411764705883,0.7847318339100346,"[[217  55]
 [ 38  47]]"
1,0.7394957983193278,0.5592417061611374,0.39669081758307995,0.472,0.7564575645756457,0.686046511627907,0.8153050716553678,"[[205  66]
 [ 27  59]]"
2,0.7647058823529411,0.588235294117647,0.425083233593839,0.5607476635514018,0.8192307692307692,0.6185567010309279,0.7949444885011895,"[[213  47]
 [ 37  60]]"
3,0.742296918767507,0.4831460674157303,0.32610629865640306,0.41346153846153844,0.784452296819788,0.581081081081081,0.792331200458409,"[[222  61]
 [ 31  43]]"
4,0.7927170868347339,0.5978260869565217,0.4723964917194219,0.5188679245283019,0.8172043010752689,0.7051282051282052,0.8560104769782189,"[[228  51]
 [ 23  55]]"

metrics_summary
mean,0.7557422969187675,0.5462245902884961,0.39019064960976113,0.48517228805334633,0.7950278098697062,0.6287507350677419,0.8086646143006438
std,0.020766109795911047,0.045765993187683776,0.055975520092689475,0.0505128644416844,0.02317212878030714,0.05871920871455318,0.0257430636229777

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_200_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,200
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
