performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8260869565217391,0.8944281524926687,0.4110431036356476,0.9242424242424242,0.5967741935483871,0.8664772727272727,0.8174715909090908,"[[ 37  25]
 [ 47 305]]"
1,0.8115942028985508,0.8856304985337243,0.36863802701933124,0.9263803680981595,0.5862068965517241,0.848314606741573,0.8079475009686169,"[[ 34  24]
 [ 54 302]]"
2,0.8309178743961353,0.8985507246376813,0.39824360613421456,0.9226190476190477,0.5666666666666667,0.8757062146892656,0.8490819209039548,"[[ 34  26]
 [ 44 310]]"
3,0.8091787439613527,0.8843338213762811,0.36596427044527274,0.934984520123839,0.6111111111111112,0.8388888888888889,0.7950874485596708,"[[ 33  21]
 [ 58 302]]"
4,0.7971014492753623,0.8771929824561403,0.3203528804681893,0.9287925696594427,0.5660377358490566,0.8310249307479224,0.800841478074531,"[[ 30  23]
 [ 61 300]]"

metrics_summary
mean,0.814975845410628,0.8880272358992991,0.37284837754053113,0.9274037859485826,0.5853593207453891,0.8520823827589845,0.8140859878831728
std,0.012183111316829465,0.007595818020083305,0.03138359422274323,0.004320452838471942,0.017417872271372113,0.016715136817179257,0.01902745486891088

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_3360_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3360
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
