performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7450980392156863,0.5645933014354066,0.4071522624701431,0.47580645161290325,0.7610294117647058,0.6941176470588235,0.8240051903114187,"[[207  65]
 [ 26  59]]"
1,0.7619047619047619,0.5502645502645502,0.393070947181904,0.5048543689320388,0.8118081180811808,0.6046511627906976,0.8094267570582683,"[[220  51]
 [ 34  52]]"
2,0.7338935574229691,0.5454545454545455,0.3605560112511627,0.5089285714285714,0.7884615384615384,0.5876288659793815,0.7852101506740682,"[[205  55]
 [ 40  57]]"
3,0.7478991596638656,0.5,0.3482777877771246,0.42452830188679247,0.784452296819788,0.6081081081081081,0.7874844809473784,"[[222  61]
 [ 29  45]]"
4,0.8095238095238095,0.6304347826086957,0.5169057415330491,0.5471698113207547,0.8279569892473119,0.7435897435897436,0.8609273044756915,"[[231  48]
 [ 20  58]]"

metrics_summary
mean,0.7596638655462185,0.5581494359526397,0.40519255004267674,0.49225750103621213,0.7947416708749049,0.6476191055053508,0.8134107766933649
std,0.026479108791252613,0.04212216355371401,0.05977009560090719,0.04076726366620082,0.023135897176092768,0.06062783122587075,0.02776106101661264

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_780_features_vgg_16_fc8_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc8.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,780
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
