performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8309178743961353,0.8982558139534884,0.4036669357790517,0.9196428571428571,0.5645161290322581,0.8778409090909091,0.8245738636363636,"[[ 35  27]
 [ 43 309]]"
1,0.821256038647343,0.8924418604651163,0.3756364495192536,0.9246987951807228,0.5689655172413793,0.8623595505617978,0.8223798915149167,"[[ 33  25]
 [ 49 307]]"
2,0.8164251207729468,0.8898550724637682,0.3456022099210712,0.9136904761904762,0.5166666666666667,0.867231638418079,0.8446563088512241,"[[ 31  29]
 [ 47 307]]"
3,0.8188405797101449,0.8914616497829233,0.3614009686806496,0.9305135951661632,0.5740740740740741,0.8555555555555555,0.8033950617283951,"[[ 31  23]
 [ 52 308]]"
4,0.7705314009661836,0.8588410104011889,0.28424762383974755,0.9262820512820513,0.5660377358490566,0.8005540166204986,0.794282130350703,"[[ 30  23]
 [ 72 289]]"

metrics_summary
mean,0.8115942028985508,0.8861710814132971,0.35411083754795475,0.922965554992454,0.5580520245726869,0.8527083340493681,0.8178574512163206
std,0.02111282452503591,0.013956060445162968,0.039813490749474705,0.00579730260441328,0.020948100021327368,0.027069902751769445,0.017599419855231477

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1400_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1400
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
