performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8333333333333334,0.9007194244604315,0.38371035916971247,0.9125364431486881,0.5161290322580645,0.8892045454545454,0.8435667155425219,"[[ 32  30]
 [ 39 313]]"
1,0.8309178743961353,0.899135446685879,0.38383813720541005,0.9230769230769231,0.5517241379310345,0.8764044943820225,0.8362553273924835,"[[ 32  26]
 [ 44 312]]"
2,0.8091787439613527,0.8819133034379671,0.4126429089105619,0.9365079365079365,0.6666666666666666,0.8333333333333334,0.8504001883239172,"[[ 40  20]
 [ 59 295]]"
3,0.8188405797101449,0.890190336749634,0.4006028639442081,0.9411764705882353,0.6481481481481481,0.8444444444444444,0.8251800411522634,"[[ 35  19]
 [ 56 304]]"
4,0.8043478260869565,0.8817518248175182,0.3414013416804475,0.9320987654320988,0.5849056603773585,0.8365650969529086,0.7885329012700569,"[[ 31  22]
 [ 59 302]]"

metrics_summary
mean,0.8193236714975847,0.8907420672302859,0.384439122182068,0.9290793077507764,0.5935147290762545,0.8559903829134509,0.8287870347362485
std,0.01147279428699316,0.008112612541563617,0.024124108118459137,0.010201352749836017,0.05682452304574633,0.022556191459607456,0.02179334041292216

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2360_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2360
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
