performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8019323671497585,0.8790560471976401,0.34450057667353995,0.9141104294478528,0.5483870967741935,0.8465909090909091,0.8043896627565981,"[[ 34  28]
 [ 54 298]]"
1,0.8236714975845411,0.8934306569343067,0.39784278341535445,0.9300911854103343,0.603448275862069,0.8595505617977528,0.8086981790003874,"[[ 35  23]
 [ 50 306]]"
2,0.782608695652174,0.8652694610778443,0.3287498853219753,0.9203821656050956,0.5833333333333334,0.8163841807909604,0.827424670433145,"[[ 35  25]
 [ 65 289]]"
3,0.7995169082125604,0.8770370370370371,0.3713771789328474,0.9396825396825397,0.6481481481481481,0.8222222222222222,0.8271862139917695,"[[ 35  19]
 [ 64 296]]"
4,0.8115942028985508,0.8866279069767442,0.35245627895787063,0.9327217125382263,0.5849056603773585,0.8448753462603878,0.83436993675848,"[[ 31  22]
 [ 56 305]]"

metrics_summary
mean,0.8038647342995169,0.8802842218447144,0.35898534066031756,0.9273976065368098,0.5936445028990206,0.8379246440324464,0.820413732588076
std,0.013612563095270883,0.009492805271830527,0.02379108365424914,0.009080600648822134,0.03255051982789842,0.016134772003848396,0.011694617552591297

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_880_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,880
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
