performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8164251207729468,0.888235294117647,0.3857885785208522,0.9207317073170732,0.5806451612903226,0.8579545454545454,0.8338755498533724,"[[ 36  26]
 [ 50 302]]"
1,0.8115942028985508,0.8859649122807017,0.3594134080300707,0.9237804878048781,0.5689655172413793,0.851123595505618,0.8041214645486247,"[[ 33  25]
 [ 53 303]]"
2,0.8188405797101449,0.8882265275707899,0.43645340470823224,0.9400630914826499,0.6833333333333333,0.8418079096045198,0.8434792843691149,"[[ 41  19]
 [ 56 298]]"
3,0.8043478260869565,0.8817518248175182,0.3385497907519779,0.9292307692307692,0.5740740740740741,0.8388888888888889,0.8135288065843622,"[[ 31  23]
 [ 58 302]]"
4,0.782608695652174,0.8672566371681416,0.3000990947560896,0.9274447949526814,0.5660377358490566,0.814404432132964,0.7551873726023103,"[[ 30  23]
 [ 67 294]]"

metrics_summary
mean,0.8067632850241546,0.8822870391909596,0.3640608553534445,0.9282501701576104,0.5946111643576332,0.8408358743173073,0.8100384955915569
std,0.013052421339233115,0.007878901557251733,0.04577399951623621,0.006597888416962384,0.04463761781163963,0.014847510562755425,0.030797177566514008

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_880_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,880
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
