performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8091787439613527,0.8846715328467153,0.3390446552561032,0.9099099099099099,0.5161290322580645,0.8607954545454546,0.798982771260997,"[[ 32  30]
 [ 49 303]]"
1,0.8309178743961353,0.898550724637681,0.40172671137519217,0.9281437125748503,0.5862068965517241,0.8707865168539326,0.809933165439752,"[[ 34  24]
 [ 46 310]]"
2,0.8140096618357487,0.8852459016393442,0.42025368177930916,0.9369085173501577,0.6666666666666666,0.8389830508474576,0.8337570621468926,"[[ 40  20]
 [ 57 297]]"
3,0.8115942028985508,0.8862973760932943,0.35976278565827147,0.9325153374233128,0.5925925925925926,0.8444444444444444,0.815895061728395,"[[ 32  22]
 [ 56 304]]"
4,0.7946859903381642,0.8736998514115899,0.3681359302766277,0.9423076923076923,0.660377358490566,0.814404432132964,0.7920869701562746,"[[ 35  18]
 [ 67 294]]"

metrics_summary
mean,0.8120772946859904,0.885693077325725,0.3777847528691008,0.9299570339131845,0.6043945093119227,0.8458827797648507,0.8101310061464624
std,0.011574056570735219,0.007883720675464133,0.02931045391160478,0.011068713716426115,0.05526801954020575,0.019406933953489507,0.014431385073574908

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_860_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,860
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
