performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8140096618357487,0.8872620790629576,0.36469620098716027,0.9154078549848943,0.5483870967741935,0.8607954545454546,0.7987307551319649,"[[ 34  28]
 [ 49 303]]"
1,0.8236714975845411,0.8931185944363105,0.40673946721218723,0.9327217125382263,0.6206896551724138,0.8567415730337079,0.8183359163115071,"[[ 36  22]
 [ 51 305]]"
2,0.8309178743961353,0.8979591836734694,0.4151942669460893,0.927710843373494,0.6,0.8700564971751412,0.8522363465160077,"[[ 36  24]
 [ 46 308]]"
3,0.8067632850241546,0.8833819241982508,0.3422319719503472,0.9294478527607362,0.5740740740740741,0.8416666666666667,0.8101851851851851,"[[ 31  23]
 [ 57 303]]"
4,0.7922705314009661,0.873900293255132,0.31343989332060507,0.9283489096573209,0.5660377358490566,0.8254847645429363,0.7862070767783412,"[[ 30  23]
 [ 63 298]]"

metrics_summary
mean,0.8135265700483092,0.887124414925224,0.3684603600832778,0.9267274346629343,0.5818377123739475,0.8509489911927813,0.8131390559846012
std,0.01344002680506625,0.008273149146978796,0.03841535394548221,0.00591711415826981,0.025566380943996075,0.01568561135109548,0.0223484293599381

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2280_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2280
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
