performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8115942028985508,0.8856304985337243,0.36054700722462146,0.9151515151515152,0.5483870967741935,0.8579545454545454,0.8148597873900293,"[[ 34  28]
 [ 50 302]]"
1,0.8019323671497585,0.8790560471976401,0.3533870148206779,0.9254658385093167,0.5862068965517241,0.8370786516853933,0.8173188686555599,"[[ 34  24]
 [ 58 298]]"
2,0.8019323671497585,0.877245508982036,0.39287353786534296,0.9331210191082803,0.65,0.827683615819209,0.8421374764595103,"[[ 39  21]
 [ 61 293]]"
3,0.7898550724637681,0.8699551569506726,0.3676781744195887,0.941747572815534,0.6666666666666666,0.8083333333333333,0.8127572016460904,"[[ 36  18]
 [ 69 291]]"
4,0.782608695652174,0.8668639053254439,0.3106030200353258,0.9301587301587302,0.5849056603773585,0.8116343490304709,0.7998484294151466,"[[ 31  22]
 [ 68 293]]"

metrics_summary
mean,0.797584541062802,0.8757502233979032,0.3570177508731114,0.9291289351486753,0.6072332640739886,0.8285368990645903,0.8173843527132674
std,0.010179375606621016,0.006683317001987596,0.02675536291827778,0.00877512137166235,0.04419236239306319,0.018071899818056823,0.01376963315666746

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_400_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,400
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
