performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8285024154589372,0.8963503649635036,0.4072987215221021,0.9219219219219219,0.5806451612903226,0.8721590909090909,0.83179068914956,"[[ 36  26]
 [ 45 307]]"
1,0.8188405797101449,0.890829694323144,0.37149508742807386,0.9244712990936556,0.5689655172413793,0.8595505617977528,0.8316059666795816,"[[ 33  25]
 [ 50 306]]"
2,0.7995169082125604,0.877037037037037,0.3538396178768365,0.9221183800623053,0.5833333333333334,0.8361581920903954,0.8310263653483994,"[[ 35  25]
 [ 58 296]]"
3,0.7898550724637681,0.8707280832095098,0.3477979617835854,0.9361022364217252,0.6296296296296297,0.8138888888888889,0.8004115226337448,"[[ 34  20]
 [ 67 293]]"
4,0.7946859903381642,0.8744460856720828,0.34788262178804774,0.9367088607594937,0.6226415094339622,0.8199445983379502,0.807244028641614,"[[ 33  20]
 [ 65 296]]"

metrics_summary
mean,0.806280193236715,0.8818782530410554,0.3656628020797291,0.9282645396518203,0.5970430301857255,0.8403402664048156,0.8204157144905799
std,0.014842793715688146,0.009925432947663718,0.022550566976922044,0.006710123708635934,0.024340752775438557,0.022425973494468135,0.01371757051464549

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1400_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1400
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
