performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8478260869565217,0.9088277858176556,0.4528823023461745,0.9262536873156342,0.5967741935483871,0.8920454545454546,0.8234054252199413,"[[ 37  25]
 [ 38 314]]"
1,0.8067632850241546,0.8840579710144927,0.3135988719785572,0.9131736526946108,0.5,0.8567415730337079,0.7942900038744672,"[[ 29  29]
 [ 51 305]]"
2,0.8140096618357487,0.8865979381443299,0.3858563283576288,0.9261538461538461,0.6,0.8502824858757062,0.82780131826742,"[[ 36  24]
 [ 53 301]]"
3,0.8140096618357487,0.8882438316400579,0.3535757253424832,0.9300911854103343,0.5740740740740741,0.85,0.8133230452674896,"[[ 31  23]
 [ 54 306]]"
4,0.7922705314009661,0.8735294117647059,0.3238845564923349,0.9310344827586207,0.5849056603773585,0.8227146814404432,0.8017822610150002,"[[ 31  22]
 [ 64 297]]"

metrics_summary
mean,0.814975845410628,0.8882513876762484,0.36595955690343573,0.9253413708666093,0.5711507855999639,0.8543568389790626,0.8121204107288638
std,0.018242712645892955,0.011492984216130438,0.050232960213648835,0.006395593234774345,0.036739658935616884,0.02219426607311801,0.01264507407040104

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2420_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2420
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
