performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.742296918767507,0.5208333333333334,0.35204675241770156,0.4672897196261682,0.7904411764705882,0.5882352941176471,0.8105320069204153,"[[215  57]
 [ 35  50]]"
1,0.7647058823529411,0.5333333333333333,0.37711071570546284,0.5106382978723404,0.8302583025830258,0.5581395348837209,0.7811722303269544,"[[225  46]
 [ 38  48]]"
2,0.7535014005602241,0.580952380952381,0.4101663259576233,0.5398230088495575,0.8,0.6288659793814433,0.795578905630452,"[[208  52]
 [ 36  61]]"
3,0.7507002801120448,0.4914285714285714,0.33850968470783255,0.42574257425742573,0.7950530035335689,0.581081081081081,0.7875322318785217,"[[225  58]
 [ 31  43]]"
4,0.7871148459383753,0.6082474226804123,0.4871210041007111,0.5086206896551724,0.7956989247311828,0.7564102564102564,0.8298639830897895,"[[222  57]
 [ 19  59]]"

metrics_summary
mean,0.7596638655462185,0.5469590083456064,0.39299089657786623,0.49042285805213287,0.8022902814636732,0.6225464291748297,0.8009358715692265
std,0.015484901917182341,0.042103820376402076,0.053013730389432974,0.039746399047420646,0.014308606214897884,0.07071681281082187,0.01748071855505448

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_2920_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2920
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
