performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7619047619047619,0.5685279187817259,0.41576092031014994,0.5,0.7941176470588235,0.6588235294117647,0.7976643598615918,"[[216  56]
 [ 29  56]]"
1,0.7450980392156863,0.5333333333333333,0.3661360997676359,0.47706422018348627,0.7896678966789668,0.6046511627906976,0.8041276924397152,"[[214  57]
 [ 34  52]]"
2,0.7591036414565826,0.5784313725490194,0.41133858053768463,0.5514018691588785,0.8153846153846154,0.6082474226804123,0.8096946867565423,"[[212  48]
 [ 38  59]]"
3,0.7591036414565826,0.5168539325842696,0.3717313601666588,0.4423076923076923,0.7950530035335689,0.6216216216216216,0.7980374367300163,"[[225  58]
 [ 28  46]]"
4,0.7927170868347339,0.6224489795918368,0.5075157896898194,0.5169491525423728,0.7956989247311828,0.782051282051282,0.8632938149067182,"[[222  57]
 [ 17  61]]"

metrics_summary
mean,0.7635854341736694,0.5639191073680371,0.4144965500943897,0.49754458683848596,0.7979844174774314,0.6550790037111557,0.8145635981389165
std,0.015706269769048934,0.03690044221033932,0.050659145204073164,0.036752504727209846,0.008952094544564559,0.06631974287891687,0.024762660266279136

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_1300_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1300
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
