performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8188405797101449,0.8908296943231441,0.36466933345313324,0.9134328358208955,0.532258064516129,0.8693181818181818,0.8225348240469208,"[[ 33  29]
 [ 46 306]]"
1,0.8405797101449275,0.9046242774566474,0.42841527497039206,0.9315476190476191,0.603448275862069,0.8792134831460674,0.8333494769469199,"[[ 35  23]
 [ 43 313]]"
2,0.8236714975845411,0.8928046989720998,0.4107944878785183,0.9296636085626911,0.6166666666666667,0.8587570621468926,0.8480696798493408,"[[ 37  23]
 [ 50 304]]"
3,0.8067632850241546,0.8830409356725146,0.35230315436325954,0.9320987654320988,0.5925925925925926,0.8388888888888889,0.8204732510288065,"[[ 32  22]
 [ 58 302]]"
4,0.7874396135265701,0.8690476190476191,0.3480693244326504,0.9389067524115756,0.6415094339622641,0.8088642659279779,0.7680708723148487,"[[ 34  19]
 [ 69 292]]"

metrics_summary
mean,0.8154589371980677,0.8880694450944049,0.3808503150195907,0.9291299162549761,0.5972950067199443,0.8510083763856018,0.8184996208373674
std,0.01772360997859334,0.011757719615581511,0.03258968178175467,0.00844901223926628,0.03638669002929724,0.02495526868948845,0.027048635363242934

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1620_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1620
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
