performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8381642512077294,0.9027576197387519,0.4256787355246038,0.9228486646884273,0.5806451612903226,0.8835227272727273,0.827116935483871,"[[ 36  26]
 [ 41 311]]"
1,0.8333333333333334,0.9012875536480687,0.37022649788477013,0.9183673469387755,0.5172413793103449,0.8848314606741573,0.8091824874079814,"[[ 30  28]
 [ 41 315]]"
2,0.8357487922705314,0.8997050147492625,0.46506372089260967,0.941358024691358,0.6833333333333333,0.8615819209039548,0.8669491525423728,"[[ 41  19]
 [ 49 305]]"
3,0.8067632850241546,0.8816568047337279,0.3917500428834682,0.9430379746835443,0.6666666666666666,0.8277777777777777,0.8102880658436215,"[[ 36  18]
 [ 62 298]]"
4,0.7946859903381642,0.8759124087591241,0.30634673963290154,0.9259259259259259,0.5471698113207547,0.8310249307479224,0.7927402916427115,"[[ 29  24]
 [ 61 300]]"

metrics_summary
mean,0.8217391304347826,0.892263880325787,0.3918131473636707,0.9303075873856063,0.5990112703842845,0.8577477634753079,0.8212553865841116
std,0.017644427408453796,0.011196395880940823,0.053447205450064164,0.010015775080159542,0.06541961307351248,0.02459628430308481,0.025303856074564892

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_3240_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3240
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
