performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8285024154589372,0.8960468521229868,0.4154187857157216,0.9244712990936556,0.5967741935483871,0.8693181818181818,0.8239781891495601,"[[ 37  25]
 [ 46 306]]"
1,0.8164251207729468,0.8892128279883382,0.3674119405210539,0.9242424242424242,0.5689655172413793,0.8567415730337079,0.791505230530802,"[[ 33  25]
 [ 51 305]]"
2,0.8043478260869565,0.8789237668161435,0.3965568294106586,0.9333333333333333,0.65,0.8305084745762712,0.8324623352165725,"[[ 39  21]
 [ 60 294]]"
3,0.8115942028985508,0.8842729970326408,0.4181878812614855,0.9490445859872612,0.7037037037037037,0.8277777777777777,0.8080761316872428,"[[ 38  16]
 [ 62 298]]"
4,0.8067632850241546,0.8823529411764706,0.37546355625685335,0.9404388714733543,0.6415094339622641,0.8310249307479224,0.8307113364344327,"[[ 34  19]
 [ 61 300]]"

metrics_summary
mean,0.8135265700483092,0.8861618770273161,0.39460779863315454,0.9343061028260056,0.6321905696911468,0.8430741875907722,0.8173466446037221
std,0.008560408283415137,0.005957971698284826,0.020489182100305627,0.009526604943523915,0.04641093046231376,0.016808370206827992,0.015522870639926327

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1280_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1280
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
