performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8357487922705314,0.9005847953216374,0.436842514159298,0.927710843373494,0.6129032258064516,0.875,0.8250320747800586,"[[ 38  24]
 [ 44 308]]"
1,0.8188405797101449,0.8898678414096917,0.39863226352719977,0.9323076923076923,0.6206896551724138,0.851123595505618,0.7988667183262302,"[[ 36  22]
 [ 53 303]]"
2,0.8188405797101449,0.8911465892597967,0.3588510950691212,0.9164179104477612,0.5333333333333333,0.867231638418079,0.8536958568738231,"[[ 32  28]
 [ 47 307]]"
3,0.8115942028985508,0.8856304985337243,0.37953605763829484,0.937888198757764,0.6296296296296297,0.8388888888888889,0.8090277777777777,"[[ 34  20]
 [ 58 302]]"
4,0.8043478260869565,0.8817518248175182,0.3414013416804475,0.9320987654320988,0.5849056603773585,0.8365650969529086,0.8118695447655883,"[[ 31  22]
 [ 59 302]]"

metrics_summary
mean,0.8178743961352657,0.8897963098684738,0.3830526544148723,0.9292846820637621,0.5962923008638374,0.853761843953099,0.8196983945046956
std,0.010428518427498992,0.006329099673427765,0.033072608036179146,0.0071987351067272325,0.034859771622950377,0.015207813056468907,0.01893878177071999

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2800_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2800
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
