performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7563025210084033,0.5347593582887701,0.3743506488634663,0.49019607843137253,0.8088235294117647,0.5882352941176471,0.8006704152249136,"[[220  52]
 [ 35  50]]"
1,0.7843137254901961,0.6130653266331657,0.47571110443186615,0.5398230088495575,0.8081180811808119,0.7093023255813954,0.8189092937441004,"[[219  52]
 [ 25  61]]"
2,0.773109243697479,0.6009852216748768,0.44375845529678654,0.5754716981132075,0.8269230769230769,0.6288659793814433,0.8050753370340998,"[[215  45]
 [ 36  61]]"
3,0.7478991596638656,0.4827586206896552,0.32733689121139237,0.42,0.7950530035335689,0.5675675675675675,0.7896810237799636,"[[225  58]
 [ 32  42]]"
4,0.7759103641456583,0.6,0.47657325762629543,0.4918032786885246,0.7777777777777778,0.7692307692307693,0.8521275618049812,"[[217  62]
 [ 18  60]]"

metrics_summary
mean,0.7675070028011204,0.5663137054572935,0.4195460714859614,0.5034588128165325,0.8033390937654001,0.6526403871757644,0.8132927263176117
std,0.013375166819398683,0.04999944714729415,0.059225010878235375,0.052507781209656566,0.01631663067551929,0.07583470915814176,0.02155945731075505

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_820_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,820
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
